Date,Timestamp,R,D,Margin,Daily Margin Change,Vote Difference,Total Votes Cast,Total Unprocessed Ballots*,Jurisdiction,Unprocessed Ballots
2024-11-05,23:46:00,91350,91096,0.0013921927584052269,,254,182446,,Los Angeles,
2024-11-06,08:10:00,113527,108165,0.02418670948884037,0.022794516730435144,5362,221692,,Los Angeles,
2024-11-06,17:25:00,115772,111005,0.021020650242308522,-0.0031660592465318493,4767,226777,,Los Angeles,
2024-11-07,17:37:00,120844,117604,0.013587868214453467,-0.007432782027855056,3240,238448,956421,Los Angeles,956421
2024-11-08,17:12:00,127061,126088,0.0038435861883712756,-0.009744282026082192,973,253149,956421,Los Angeles,956421
2024-11-09,17:44:00,132117,134231,0.00793698469671257,0.004093398508341295,2114,266348,560000,Los Angeles,560000
2024-11-10,19:32:00,135931,140661,0.01710100075201018,0.00916401605529761,4730,276592,325300,Los Angeles,325300
2024-11-11,17:07:00,140584,147567,0.024233821850349297,0.007132821098339116,6983,288151,187300,Los Angeles,187300
2024-11-12,08:08:00,140584,147567,0.024233821850349297,0,6983,288151,152300,Los Angeles,152300
2024-11-12,17:19:00,142701,150307,0.025958335608584068,0.0017245137582347705,7606,293008,141900,Los Angeles,141900
2024-11-13,10:32:00,142701,150307,0.025958335608584068,0,7606,293008,141900,Los Angeles,141900
2024-11-14,03:14:00,143331,151149,0.026548492257538713,0.0005901566489546449,7818,294480,120400,Los Angeles,120400
2024-11-14,06:06:00,144055,152020,0.026901967406907035,0.0003534751493683222,7965,296075,99400,Los Angeles,99400
2024-11-15,19:06:00,144597,152594,0.026908621055146353,6.653648239318688e-06,7997,297191,79400,Los Angeles,79400
2024-11-16,17:52:00,144597,152597,0.026918443844761334,9.822789614980648e-06,8000,297194,79400,Los Angeles,79400
2024-11-18,09:30:00,144597,152594,0.026908621055146353,-9.822789614980648e-06,7997,297191,79400,Los Angeles,79400
2024-11-18,18:44:00,145293,153228,0.026581044549629673,-0.00032757650551668016,7935,298521,43800,Los Angeles,43800
2024-11-19,18:03:00,145546,153489,0.026562108114434765,-1.8936435194908535e-05,7943,299035,32300,Los Angeles,32300
2024-11-20,17:52:00,146546,153489,0.02314063359274751,-0.003421474521687253,6943,300035,32300,Los Angeles,32300
2024-11-21,18:41:00,145878,153847,0.02658770539661356,0.0034470718038660496,7969,299725,19700,Los Angeles,19700
2024-11-22,20:02:00,145878,153847,0.02658770539661356,0,7969,299725,19700,Los Angeles,19700
2024-11-23,17:53:00,145878,153847,0.02658770539661356,0,7969,299725,19700,Los Angeles,19700
2024-11-25,17:56:00,145878,153847,0.02658770539661356,0,7969,299725,19700,Los Angeles,19700
2024-11-26,19:14:00,146011,153973,0.026541415542162248,-4.628985445131323e-05,7962,299984,19700,Los Angeles,19700
2024-11-27,21:09:00,146011,153973,0.026541415542162248,0,7962,299984,0,Los Angeles,0
2024-11-29,18:55:00,146011,153973,0.026541415542162248,0,7962,299984,0,Los Angeles,0
2024-12-02,18:09:00,146050,154040,0.02662534572961445,8.393018745220249e-05,7990,300090,0,Los Angeles,0
2024-12-03,23:53:00,146050,154040,0.02662534572961445,0,7990,300090,0,Los Angeles,0
2024-12-04,20:15:00,146050,154040,0.02662534572961445,0,7990,300090,0,Los Angeles,0
2024-12-05,10:16:00,146050,154040,0.02662534572961445,0,7990,300090,0,Los Angeles,0
