Date,Timestamp,R,D,Margin,Daily Margin Change,Vote Difference,Total Votes Cast,Total Unprocessed Ballots*,Jurisdiction,Unprocessed Ballots
2024-11-05,23:55:00,32485,33418,0.014157170386780571,,933,65903,,Riverside,
2024-11-06,08:10:00,39472,38509,0.012349161975352971,-0.0018080084114276002,963,77981,,Riverside,
2024-11-06,17:25:00,46987,44568,0.02642127682813609,0.01407211485278312,2419,91555,,Riverside,
2024-11-07,17:37:00,50634,48086,0.02581037277147488,-0.0006109040566612128,2548,98720,609450,Riverside,350000
2024-11-08,17:12:00,50670,48134,0.025666977045463748,-0.0001433957260111307,2536,98804,586630,Riverside,350000
2024-11-09,17:44:00,56977,55277,0.015144226486361288,-0.01052275055910246,1700,112254,461630,Riverside,225000
2024-11-10,17:13:00,56977,55277,0.015144226486361288,0,1700,112254,461630,Riverside,225000
2024-11-11,17:07:00,57059,55363,0.015086015192755866,-5.8211293605421946e-05,1696,112422,461630,Riverside,225000
2024-11-12,08:08:00,60277,59062,0.010181080786666555,-0.004904934406089311,1215,119339,364520,Riverside,165000
2024-11-12,19:20:00,67332,66640,0.005165258412205535,-0.00501582237446102,692,133972,364520,Riverside,165000
2024-11-13,10:32:00,67332,66640,0.005165258412205535,0,692,133972,296350,Riverside,105000
2024-11-14,03:14:00,73102,72535,0.0038932414152996835,-0.0012720169969058517,567,145637,264050,Riverside,105000
2024-11-14,18:06:00,73861,73326,0.0036348318805329276,-0.00025840953476675586,535,147187,171575,Riverside,47500
2024-11-15,19:06:00,74229,73720,0.0034403747237223637,-0.00019445715681056398,509,147949,122100,Riverside,37500
2024-11-16,17:52:00,74292,73816,0.003213870959029897,-0.00022650376469246676,476,148108,97200,Riverside,35600
2024-11-18,09:30:00,74292,73816,0.003213870959029897,0,476,148108,96800,Riverside,35200
2024-11-18,18:44:00,74617,74121,0.003334722801167153,0.00012085184213725614,496,148738,58300,Riverside,35200
2024-11-19,18:02:00,75290,74802,0.0032513391786371027,-8.338362253005032e-05,488,150092,57010,Riverside,34200
2024-11-20,17:52:00,76045,75566,0.0031594013626979572,-9.193781593914551e-05,479,151611,54401,Riverside,31900
2024-11-21,18:41:00,76675,76171,0.0032974366355678266,0.0001380352728698694,504,152846,47101,Riverside,24600
2024-11-22,20:02:00,77304,76702,0.00390893861278132,0.0006115019772134937,602,154006,33050,Riverside,15600
2024-11-23,17:53:00,77366,76788,0.0037494972559907625,-0.00015944135679055779,578,154154,26950,Riverside,9500
2024-11-25,17:56:00,77642,77074,0.0036712427932469815,-7.825446274378105e-05,568,154716,11400,Riverside,7000
2024-11-26,19:14:00,77864,77264,0.003867773709452839,0.0001965309162058576,600,155128,9700,Riverside,5300
2024-11-27,21:09:00,78097,77456,0.004120781984275456,0.0002530082748226168,641,155553,2650,Riverside,2200
2024-11-29,18:55:00,78097,77456,0.004120781984275456,0,641,155553,1000,Riverside,550
2024-12-02,18:09:00,78259,77671,0.0037709228499967933,-0.0003498591342786625,588,155930,1000,Riverside,550
2024-12-03,23:53:00,78292,77696,0.0038208067287227223,4.988387872592896e-05,596,155988,0,Riverside,0
2024-12-04,20:15:00,78292,77696,0.0038208067287227223,0,596,155988,0,Riverside,0
2024-12-05,10:16:00,78292,77696,0.0038208067287227223,0,596,155988,0,Riverside,0
2024-11-05,23:55:00,32485,33418,0.014157170386780571,,933,65903,,San Bernardino,
2024-11-06,08:10:00,39472,38509,0.012349161975352971,-0.0018080084114276002,963,77981,,San Bernardino,
2024-11-06,17:25:00,46987,44568,0.02642127682813609,0.01407211485278312,2419,91555,,San Bernardino,
2024-11-07,17:37:00,50634,48086,0.02581037277147488,-0.0006109040566612128,2548,98720,609450,San Bernardino,259450
2024-11-08,17:12:00,50670,48134,0.025666977045463748,-0.0001433957260111307,2536,98804,586630,San Bernardino,236630
2024-11-09,17:44:00,56977,55277,0.015144226486361288,-0.01052275055910246,1700,112254,461630,San Bernardino,236630
2024-11-10,17:13:00,56977,55277,0.015144226486361288,0,1700,112254,461630,San Bernardino,236630
2024-11-11,17:07:00,57059,55363,0.015086015192755866,-5.8211293605421946e-05,1696,112422,461630,San Bernardino,236630
2024-11-12,08:08:00,60277,59062,0.010181080786666555,-0.004904934406089311,1215,119339,364520,San Bernardino,199520
2024-11-12,19:20:00,67332,66640,0.005165258412205535,-0.00501582237446102,692,133972,364520,San Bernardino,199520
2024-11-13,10:32:00,67332,66640,0.005165258412205535,0,692,133972,296350,San Bernardino,191350
2024-11-14,03:14:00,73102,72535,0.0038932414152996835,-0.0012720169969058517,567,145637,264050,San Bernardino,159050
2024-11-14,18:06:00,73861,73326,0.0036348318805329276,-0.00025840953476675586,535,147187,171575,San Bernardino,124075
2024-11-15,19:06:00,74229,73720,0.0034403747237223637,-0.00019445715681056398,509,147949,122100,San Bernardino,84600
2024-11-16,17:52:00,74292,73816,0.003213870959029897,-0.00022650376469246676,476,148108,97200,San Bernardino,61600
2024-11-18,09:30:00,74292,73816,0.003213870959029897,0,476,148108,96800,San Bernardino,61600
2024-11-18,18:44:00,74617,74121,0.003334722801167153,0.00012085184213725614,496,148738,58300,San Bernardino,23100
2024-11-19,18:02:00,75290,74802,0.0032513391786371027,-8.338362253005032e-05,488,150092,57010,San Bernardino,22810
2024-11-20,17:52:00,76045,75566,0.0031594013626979572,-9.193781593914551e-05,479,151611,54401,San Bernardino,22501
2024-11-21,18:41:00,76675,76171,0.0032974366355678266,0.0001380352728698694,504,152846,47101,San Bernardino,22501
2024-11-22,20:02:00,77304,76702,0.00390893861278132,0.0006115019772134937,602,154006,33050,San Bernardino,17450
2024-11-23,17:53:00,77366,76788,0.0037494972559907625,-0.00015944135679055779,578,154154,26950,San Bernardino,17450
2024-11-25,17:56:00,77642,77074,0.0036712427932469815,-7.825446274378105e-05,568,154716,11400,San Bernardino,4400
2024-11-26,19:14:00,77864,77264,0.003867773709452839,0.0001965309162058576,600,155128,9700,San Bernardino,4400
2024-11-27,21:09:00,78097,77456,0.004120781984275456,0.0002530082748226168,641,155553,2650,San Bernardino,450
2024-11-29,18:55:00,78097,77456,0.004120781984275456,0,641,155553,1000,San Bernardino,450
2024-12-02,18:09:00,78259,77671,0.0037709228499967933,-0.0003498591342786625,588,155930,1000,San Bernardino,450
2024-12-03,23:53:00,78292,77696,0.0038208067287227223,4.988387872592896e-05,596,155988,0,San Bernardino,0
2024-12-04,20:15:00,78292,77696,0.0038208067287227223,0,596,155988,0,San Bernardino,0
2024-12-05,10:16:00,78292,77696,0.0038208067287227223,0,596,155988,0,San Bernardino,0
